source_file,line,date,amount,sign,direction_guess,category_guess,confidence,description_redacted,status
Вставленный текст (2).txt,450,2026-04-24,2500.0,,income_candidate,fuel,0.85,✅ Издержки 2 500 ₽ (1 600 бензин + 900 комиссия),needs_review
Вставленный текст (2).txt,456,2026-04-24,59500.0,,income_or_metric_candidate,uncategorized,0.65,✅ 59 500 ₽ чистыми в неделю,needs_review
Вставленный текст (2).txt,759,2026-05-21,150.0,,income_candidate,commission,0.85,Комиссия: 150₽ + 350₽ = 500₽,needs_review
Вставленный текст (2).txt,759,2026-05-21,350.0,+,income_candidate,commission,0.85,Комиссия: 150₽ + 350₽ = 500₽,needs_review
Вставленный текст (2).txt,759,2026-05-21,500.0,,income_candidate,commission,0.85,Комиссия: 150₽ + 350₽ = 500₽,needs_review
Вставленный текст (2).txt,979,2026-03-13,400.0,,income_candidate,commission,0.95,2) Комиссия: Indriver 400₽ + 300₽ = 700₽,needs_review
Вставленный текст (2).txt,979,2026-03-13,300.0,+,income_candidate,commission,0.95,2) Комиссия: Indriver 400₽ + 300₽ = 700₽,needs_review
Вставленный текст (2).txt,979,2026-03-13,700.0,,income_candidate,commission,0.95,2) Комиссия: Indriver 400₽ + 300₽ = 700₽,needs_review
Вставленный текст (2).txt,1003,2026-03-14,720.0,,income_candidate,uncategorized,0.65,"Шаурма 720₽ + 720₽, Корзинка 230₽, Корзинка 488₽, Баракат 482₽",needs_review
Вставленный текст (2).txt,1003,2026-03-14,720.0,+,income_candidate,uncategorized,0.65,"Шаурма 720₽ + 720₽, Корзинка 230₽, Корзинка 488₽, Баракат 482₽",needs_review
Вставленный текст (2).txt,1003,2026-03-14,230.0,,income_candidate,uncategorized,0.65,"Шаурма 720₽ + 720₽, Корзинка 230₽, Корзинка 488₽, Баракат 482₽",needs_review
Вставленный текст (2).txt,1003,2026-03-14,488.0,,income_candidate,uncategorized,0.65,"Шаурма 720₽ + 720₽, Корзинка 230₽, Корзинка 488₽, Баракат 482₽",needs_review
Вставленный текст (2).txt,1003,2026-03-14,482.0,,income_candidate,uncategorized,0.65,"Шаурма 720₽ + 720₽, Корзинка 230₽, Корзинка 488₽, Баракат 482₽",needs_review
Вставленный текст (2).txt,1077,2026-03-19,3500.0,,income_candidate,car,0.85,"4. 🏎 Машина: Шины 3 500₽, Замена шины 700₽, Шиномонтаж 200₽ + 250₽,",needs_review
Вставленный текст (2).txt,1077,2026-03-19,700.0,,income_candidate,car,0.85,"4. 🏎 Машина: Шины 3 500₽, Замена шины 700₽, Шиномонтаж 200₽ + 250₽,",needs_review
Вставленный текст (2).txt,1077,2026-03-19,200.0,,income_candidate,car,0.85,"4. 🏎 Машина: Шины 3 500₽, Замена шины 700₽, Шиномонтаж 200₽ + 250₽,",needs_review
Вставленный текст (2).txt,1077,2026-03-19,250.0,+,income_candidate,car,0.85,"4. 🏎 Машина: Шины 3 500₽, Замена шины 700₽, Шиномонтаж 200₽ + 250₽,",needs_review
Вставленный текст (2).txt,1079,2026-03-19,5881.0,,income_candidate,uncategorized,0.65,Итого: 5 881₽ (пересчёт: 1231 + 3500 + 700 + 200 + 250 = 5 881),needs_review
Вставленный текст (2).txt,1080,2026-03-19,7257.0,,income_candidate,uncategorized,0.75,Общий расход: 1 206 + 170 + 5 881 = 7 257₽,needs_review
Вставленный текст (2).txt,1092,2026-03-20,2932.0,,income_candidate,uncategorized,0.75,Общий расход: 1 046 + 886 + 1 000 = 2 932₽,needs_review
Вставленный текст (2).txt,1103,2026-03-21,5371.0,,income_candidate,uncategorized,0.75,Общий расход: 1 601 + 1 770 + 1 000 + 1 000 = 5 371₽,needs_review
Вставленный текст (2).txt,1108,2026-03-22,110.0,,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 110₽, Мускат 1 008₽ + 370₽, Тантуни 320₽, Шамса 797₽",needs_review
Вставленный текст (2).txt,1108,2026-03-22,1008.0,,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 110₽, Мускат 1 008₽ + 370₽, Тантуни 320₽, Шамса 797₽",needs_review
Вставленный текст (2).txt,1108,2026-03-22,370.0,+,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 110₽, Мускат 1 008₽ + 370₽, Тантуни 320₽, Шамса 797₽",needs_review
Вставленный текст (2).txt,1108,2026-03-22,320.0,,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 110₽, Мускат 1 008₽ + 370₽, Тантуни 320₽, Шамса 797₽",needs_review
Вставленный текст (2).txt,1108,2026-03-22,797.0,,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 110₽, Мускат 1 008₽ + 370₽, Тантуни 320₽, Шамса 797₽",needs_review
Вставленный текст (2).txt,1115,2026-03-22,5369.0,,income_candidate,uncategorized,0.75,Общий расход: 2 605 + 799 + 1 965 = 5 369₽,needs_review
Вставленный текст (2).txt,1127,2026-03-23,5485.0,,income_candidate,fuel,0.95,"Общий расход: 1 235 + 2 250 + 2 000 = 5 485₽ (в исходнике 5 685, расхождение из-за того, что Indriver ещё 350 посчитал? Уточню позже, но в отчёте исправлю – в исходнике: Indriver 350, Indriver 350, Indriver 150 – всего 850. Плюс заправки 1000+1000=2000. Продукты: 280+350+160+335+110=1235. Прочее: Yota 1600, Vpn 150, Indriver'ы 850 = 2600. Итого 1235+2000+2600=5835. Исправлю.",needs_review
Вставленный текст (2).txt,1155,2026-03-25,997.0,,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 997₽, Пицца 150₽, База 486₽ + 295₽, Корзинка 708₽, Баракат 858₽",needs_review
Вставленный текст (2).txt,1155,2026-03-25,150.0,,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 997₽, Пицца 150₽, База 486₽ + 295₽, Корзинка 708₽, Баракат 858₽",needs_review
Вставленный текст (2).txt,1155,2026-03-25,486.0,,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 997₽, Пицца 150₽, База 486₽ + 295₽, Корзинка 708₽, Баракат 858₽",needs_review
Вставленный текст (2).txt,1155,2026-03-25,295.0,+,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 997₽, Пицца 150₽, База 486₽ + 295₽, Корзинка 708₽, Баракат 858₽",needs_review
Вставленный текст (2).txt,1155,2026-03-25,708.0,,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 997₽, Пицца 150₽, База 486₽ + 295₽, Корзинка 708₽, Баракат 858₽",needs_review
Вставленный текст (2).txt,1155,2026-03-25,858.0,,income_candidate,food,0.85,"2. 🍕 Продукты: Баракат 997₽, Пицца 150₽, База 486₽ + 295₽, Корзинка 708₽, Баракат 858₽",needs_review
Вставленный текст (2).txt,1157,2026-03-25,230.0,,income_candidate,commission,0.95,"3. 🛒 Прочее: Аэропорт 230₽, Indriver 350₽ + 350₽ + 200₽ + 150₽ (все без 🔰) = 1 050₽",needs_review
Вставленный текст (2).txt,1157,2026-03-25,350.0,,income_candidate,commission,0.95,"3. 🛒 Прочее: Аэропорт 230₽, Indriver 350₽ + 350₽ + 200₽ + 150₽ (все без 🔰) = 1 050₽",needs_review
Вставленный текст (2).txt,1157,2026-03-25,350.0,+,income_candidate,commission,0.95,"3. 🛒 Прочее: Аэропорт 230₽, Indriver 350₽ + 350₽ + 200₽ + 150₽ (все без 🔰) = 1 050₽",needs_review
Вставленный текст (2).txt,1157,2026-03-25,200.0,+,income_candidate,commission,0.95,"3. 🛒 Прочее: Аэропорт 230₽, Indriver 350₽ + 350₽ + 200₽ + 150₽ (все без 🔰) = 1 050₽",needs_review
Вставленный текст (2).txt,1157,2026-03-25,150.0,+,income_candidate,commission,0.95,"3. 🛒 Прочее: Аэропорт 230₽, Indriver 350₽ + 350₽ + 200₽ + 150₽ (все без 🔰) = 1 050₽",needs_review
Вставленный текст (2).txt,1157,2026-03-25,1050.0,,income_candidate,commission,0.95,"3. 🛒 Прочее: Аэропорт 230₽, Indriver 350₽ + 350₽ + 200₽ + 150₽ (все без 🔰) = 1 050₽",needs_review
Вставленный текст (2).txt,1161,2026-03-25,7274.0,,income_candidate,uncategorized,0.75,Общий расход: 3 494 + 1 050 + 2 500 + 230 = 7 274₽,needs_review
Вставленный текст (2).txt,1170,2026-03-26,5200.0,,income_candidate,fuel,0.95,"4. 🏎 Машина: Масло + расходники 5 200₽, Щётки 1 190₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1170,2026-03-26,1190.0,,income_candidate,fuel,0.95,"4. 🏎 Машина: Масло + расходники 5 200₽, Щётки 1 190₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1170,2026-03-26,1000.0,,income_candidate,fuel,0.95,"4. 🏎 Машина: Масло + расходники 5 200₽, Щётки 1 190₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1173,2026-03-26,14756.0,,income_candidate,uncategorized,0.75,Общий расход: 1 478 + 888 + 7 390 + 5 000 = 14 756₽,needs_review
Вставленный текст (2).txt,1181,2026-03-27,550.0,,income_candidate,fuel,0.95,"Лучше разделим: Ульяна – 400, Прочее – Автомойка 550₽ (это машина), Indriver 300₽ + 135₽ = 435₽ (прочее). Заправка 1000 – машина, Замена масла 1000 – машина.",needs_review
Вставленный текст (2).txt,1181,2026-03-27,300.0,,income_candidate,fuel,0.95,"Лучше разделим: Ульяна – 400, Прочее – Автомойка 550₽ (это машина), Indriver 300₽ + 135₽ = 435₽ (прочее). Заправка 1000 – машина, Замена масла 1000 – машина.",needs_review
Вставленный текст (2).txt,1181,2026-03-27,135.0,+,income_candidate,fuel,0.95,"Лучше разделим: Ульяна – 400, Прочее – Автомойка 550₽ (это машина), Indriver 300₽ + 135₽ = 435₽ (прочее). Заправка 1000 – машина, Замена масла 1000 – машина.",needs_review
Вставленный текст (2).txt,1181,2026-03-27,435.0,,income_candidate,fuel,0.95,"Лучше разделим: Ульяна – 400, Прочее – Автомойка 550₽ (это машина), Indriver 300₽ + 135₽ = 435₽ (прочее). Заправка 1000 – машина, Замена масла 1000 – машина.",needs_review
Вставленный текст (2).txt,1184,2026-03-27,300.0,,income_candidate,commission,0.95,3. 🛒 Прочее: Indriver 300₽ + 135₽ = 435₽,needs_review
Вставленный текст (2).txt,1184,2026-03-27,135.0,+,income_candidate,commission,0.95,3. 🛒 Прочее: Indriver 300₽ + 135₽ = 435₽,needs_review
Вставленный текст (2).txt,1184,2026-03-27,435.0,,income_candidate,commission,0.95,3. 🛒 Прочее: Indriver 300₽ + 135₽ = 435₽,needs_review
Вставленный текст (2).txt,1187,2026-03-27,3774.0,,income_candidate,uncategorized,0.75,Общий расход: 389 + 435 + 2 550 + 400 = 3 774₽,needs_review
Вставленный текст (2).txt,1199,2026-03-28,6628.0,,income_candidate,uncategorized,0.75,Общий расход: 1 292 + 2 505 + 2 831 = 6 628₽,needs_review
Вставленный текст (2).txt,1211,2026-03-29,6218.0,,income_candidate,uncategorized,0.75,Общий расход: 1 637 + 3 850 + 731 = 6 218₽,needs_review
Вставленный текст (2).txt,1232,2026-03-31,18079.0,,income_candidate,uncategorized,0.75,Общий расход: 1 879 + 15 350 + 850 = 18 079₽,needs_review
Вставленный текст (2).txt,1246,2026-04-01,6120.0,,income_candidate,uncategorized,0.75,Общий расход: 1 770 + 1 913 + 2 437 = 6 120₽,needs_review
Вставленный текст (2).txt,1256,2026-04-02,9670.0,,income_candidate,fuel,0.95,"Общий расход: 2 700 + 2 503 + 2 256 + 500 + 1 711 = 9 670₽ (в исходнике итог 7 959, надо перепроверить: в исходнике: Баракат 626, Дружба 785, Заправка 1000 (🔰), Продуктовый 300, Баракат 185, Шиномонтаж 500, Indriver 350 (🔰), Заправка 1000 (🔰), Indriver 350 (🔰), Zay 2 256, Баракат 607. Итого: 626+785+1000+300+185+500+350+1000+350+2256+607 = 7 959. Не хватает 1 711? В конце он написал: Ульяна: 1 711₽. Значит отдельно Ульяна. Тогда моя сумма: работа = 1000 (заправка) + 350 + 1000 + 350 = 2 700. Про",needs_review
Вставленный текст (2).txt,1256,2026-04-02,1711.0,,income_candidate,fuel,0.95,"Общий расход: 2 700 + 2 503 + 2 256 + 500 + 1 711 = 9 670₽ (в исходнике итог 7 959, надо перепроверить: в исходнике: Баракат 626, Дружба 785, Заправка 1000 (🔰), Продуктовый 300, Баракат 185, Шиномонтаж 500, Indriver 350 (🔰), Заправка 1000 (🔰), Indriver 350 (🔰), Zay 2 256, Баракат 607. Итого: 626+785+1000+300+185+500+350+1000+350+2256+607 = 7 959. Не хватает 1 711? В конце он написал: Ульяна: 1 711₽. Значит отдельно Ульяна. Тогда моя сумма: работа = 1000 (заправка) + 350 + 1000 + 350 = 2 700. Про",needs_review
Вставленный текст (2).txt,1256,2026-04-02,1711.0,,income_candidate,fuel,0.95,"Общий расход: 2 700 + 2 503 + 2 256 + 500 + 1 711 = 9 670₽ (в исходнике итог 7 959, надо перепроверить: в исходнике: Баракат 626, Дружба 785, Заправка 1000 (🔰), Продуктовый 300, Баракат 185, Шиномонтаж 500, Indriver 350 (🔰), Заправка 1000 (🔰), Indriver 350 (🔰), Zay 2 256, Баракат 607. Итого: 626+785+1000+300+185+500+350+1000+350+2256+607 = 7 959. Не хватает 1 711? В конце он написал: Ульяна: 1 711₽. Значит отдельно Ульяна. Тогда моя сумма: работа = 1000 (заправка) + 350 + 1000 + 350 = 2 700. Про",needs_review
Вставленный текст (2).txt,1276,2026-04-04,11537.0,,income_candidate,uncategorized,0.75,Общий расход: 2 990 + 517 + 8 000 + 30 = 11 537₽,needs_review
Вставленный текст (2).txt,1294,2026-04-07,1736.0,,income_candidate,fuel,0.95,"Итого: 1 736₽ (но в итоговой строке Продукты: 1 356₽ – почему? Потому что в исходнике по итогам дня: Продукты: 1 356₽, Ульяна: 380₽. Я перепутал: продукты: 1356, Ульяна 380, а общий расход 3 356. Вернемся: в списке: 1) Шаурма 380, 2) Кондитерский 380, 3) Корзинка 501, 4) Indriver 350 (🔰), 5) Заправка 1000 (🔰), 6) Indriver 150 (🔰), 7) Indriver 120 (🔰), 8) Баракат 475. Всего: 380+380+501+350+1000+150+120+475 = 3 356. Он выделил Продукты: 1 356₽ (это 380+380+501+475? 380+380=760, +501=1261, +475=17",needs_review
Вставленный текст (2).txt,1294,2026-04-07,1356.0,,income_candidate,fuel,0.95,"Итого: 1 736₽ (но в итоговой строке Продукты: 1 356₽ – почему? Потому что в исходнике по итогам дня: Продукты: 1 356₽, Ульяна: 380₽. Я перепутал: продукты: 1356, Ульяна 380, а общий расход 3 356. Вернемся: в списке: 1) Шаурма 380, 2) Кондитерский 380, 3) Корзинка 501, 4) Indriver 350 (🔰), 5) Заправка 1000 (🔰), 6) Indriver 150 (🔰), 7) Indriver 120 (🔰), 8) Баракат 475. Всего: 380+380+501+350+1000+150+120+475 = 3 356. Он выделил Продукты: 1 356₽ (это 380+380+501+475? 380+380=760, +501=1261, +475=17",needs_review
Вставленный текст (2).txt,1294,2026-04-07,1356.0,,income_candidate,fuel,0.95,"Итого: 1 736₽ (но в итоговой строке Продукты: 1 356₽ – почему? Потому что в исходнике по итогам дня: Продукты: 1 356₽, Ульяна: 380₽. Я перепутал: продукты: 1356, Ульяна 380, а общий расход 3 356. Вернемся: в списке: 1) Шаурма 380, 2) Кондитерский 380, 3) Корзинка 501, 4) Indriver 350 (🔰), 5) Заправка 1000 (🔰), 6) Indriver 150 (🔰), 7) Indriver 120 (🔰), 8) Баракат 475. Всего: 380+380+501+350+1000+150+120+475 = 3 356. Он выделил Продукты: 1 356₽ (это 380+380+501+475? 380+380=760, +501=1261, +475=17",needs_review
Вставленный текст (2).txt,1294,2026-04-07,380.0,,income_candidate,fuel,0.95,"Итого: 1 736₽ (но в итоговой строке Продукты: 1 356₽ – почему? Потому что в исходнике по итогам дня: Продукты: 1 356₽, Ульяна: 380₽. Я перепутал: продукты: 1356, Ульяна 380, а общий расход 3 356. Вернемся: в списке: 1) Шаурма 380, 2) Кондитерский 380, 3) Корзинка 501, 4) Indriver 350 (🔰), 5) Заправка 1000 (🔰), 6) Indriver 150 (🔰), 7) Indriver 120 (🔰), 8) Баракат 475. Всего: 380+380+501+350+1000+150+120+475 = 3 356. Он выделил Продукты: 1 356₽ (это 380+380+501+475? 380+380=760, +501=1261, +475=17",needs_review
Вставленный текст (2).txt,1294,2026-04-07,1356.0,,income_candidate,fuel,0.95,"Итого: 1 736₽ (но в итоговой строке Продукты: 1 356₽ – почему? Потому что в исходнике по итогам дня: Продукты: 1 356₽, Ульяна: 380₽. Я перепутал: продукты: 1356, Ульяна 380, а общий расход 3 356. Вернемся: в списке: 1) Шаурма 380, 2) Кондитерский 380, 3) Корзинка 501, 4) Indriver 350 (🔰), 5) Заправка 1000 (🔰), 6) Indriver 150 (🔰), 7) Indriver 120 (🔰), 8) Баракат 475. Всего: 380+380+501+350+1000+150+120+475 = 3 356. Он выделил Продукты: 1 356₽ (это 380+380+501+475? 380+380=760, +501=1261, +475=17",needs_review
Вставленный текст (2).txt,1309,2026-04-10,2506.0,,income_candidate,food,0.85,"Продукты: по его итогу Продукты: 2 506₽, Ульяна: 5 765₽ (Ульяна включает Ульяна 5 000 и ещё что-то. В списке Ульяна 5 000 и Ульяна? Строка 6) Ульяна 5 000₽, также может быть в продуктах? К продуктам он отнёс что-то ещё. Итого 2 506+5 765=8 271? Не совпадает с общим 10 306. Общий: работа 2 035 + продукты 2 506 + Ульяна 5 765 = 10 306. Всё верно.",needs_review
Вставленный текст (2).txt,1309,2026-04-10,5765.0,,income_candidate,food,0.85,"Продукты: по его итогу Продукты: 2 506₽, Ульяна: 5 765₽ (Ульяна включает Ульяна 5 000 и ещё что-то. В списке Ульяна 5 000 и Ульяна? Строка 6) Ульяна 5 000₽, также может быть в продуктах? К продуктам он отнёс что-то ещё. Итого 2 506+5 765=8 271? Не совпадает с общим 10 306. Общий: работа 2 035 + продукты 2 506 + Ульяна 5 765 = 10 306. Всё верно.",needs_review
Вставленный текст (2).txt,1309,2026-04-10,5000.0,,income_candidate,food,0.85,"Продукты: по его итогу Продукты: 2 506₽, Ульяна: 5 765₽ (Ульяна включает Ульяна 5 000 и ещё что-то. В списке Ульяна 5 000 и Ульяна? Строка 6) Ульяна 5 000₽, также может быть в продуктах? К продуктам он отнёс что-то ещё. Итого 2 506+5 765=8 271? Не совпадает с общим 10 306. Общий: работа 2 035 + продукты 2 506 + Ульяна 5 765 = 10 306. Всё верно.",needs_review
Вставленный текст (2).txt,1342,2026-04-15,2900.0,,income_candidate,girlfriend_relationship,0.85,Ульяна: 2 900₽ (Ульяна 500 + Линзы 2 400).,needs_review
Вставленный текст (2).txt,1350,2026-04-16,1620.0,,income_candidate,fuel,0.95,"Продукты: 0? Баракат 390 в продуктах, но в итоге не указан. В исходнике: 1) Заправка 1 500 (🔰), 2) Indriver 120 (🔰), 3) Баракат 390. Итого: 2 010. Но он написал «🔰 Работа: 1 620₽», значит Баракат 390 – продукты. Я согласен. Общий: 1 620 + 390 = 2 010.",needs_review
Вставленный текст (2).txt,1362,2026-04-18,2610.0,,income_candidate,uncategorized,0.65,"Прочее: Wildberries 2 333 + 277 = 2 610₽, Развлечения 1 418₽ (можно объединить). Общий: 2 020+2 671+2 610+1 418 = 8 719.",needs_review
Вставленный текст (2).txt,1362,2026-04-18,1418.0,,income_candidate,uncategorized,0.65,"Прочее: Wildberries 2 333 + 277 = 2 610₽, Развлечения 1 418₽ (можно объединить). Общий: 2 020+2 671+2 610+1 418 = 8 719.",needs_review
Вставленный текст (2).txt,1439,2026-04-30,2200.0,,income_candidate,fuel,0.95,"Работа: Indriver 350 (🔰), Заправка 1 000 (🔰), Indriver 300 (🔰), Заправка 550 (🔰) = 2 200₽? Подсчёт: 350+1000+300+550 = 2 200. В исходнике написано 🔰 Работа: 2 500₽, видимо ещё 300 добавил. В списке: 1) Indriver 350 (🔰), 2) Indriver 300 (🔰), 3) Корзинка 210, 4) Заправка 1000 (🔰), 5) Инвесткопилка 50, 6) Заправка 550 (🔰), 7) Корзинка 1017, 8) CyberPanda 1190, 9) Шаурма 988, 10) Indriver 300 (🔰). Итого работа: 350+300+1000+550+300 = 2 500. Верно. Продукты: Корзинка 210 + Корзинка 1017 + Шаурма 988 ",needs_review
Вставленный текст (2).txt,1439,2026-04-30,2500.0,,income_candidate,fuel,0.95,"Работа: Indriver 350 (🔰), Заправка 1 000 (🔰), Indriver 300 (🔰), Заправка 550 (🔰) = 2 200₽? Подсчёт: 350+1000+300+550 = 2 200. В исходнике написано 🔰 Работа: 2 500₽, видимо ещё 300 добавил. В списке: 1) Indriver 350 (🔰), 2) Indriver 300 (🔰), 3) Корзинка 210, 4) Заправка 1000 (🔰), 5) Инвесткопилка 50, 6) Заправка 550 (🔰), 7) Корзинка 1017, 8) CyberPanda 1190, 9) Шаурма 988, 10) Indriver 300 (🔰). Итого работа: 350+300+1000+550+300 = 2 500. Верно. Продукты: Корзинка 210 + Корзинка 1017 + Шаурма 988 ",needs_review
Вставленный текст (2).txt,1439,2026-04-30,2265.0,,income_candidate,fuel,0.95,"Работа: Indriver 350 (🔰), Заправка 1 000 (🔰), Indriver 300 (🔰), Заправка 550 (🔰) = 2 200₽? Подсчёт: 350+1000+300+550 = 2 200. В исходнике написано 🔰 Работа: 2 500₽, видимо ещё 300 добавил. В списке: 1) Indriver 350 (🔰), 2) Indriver 300 (🔰), 3) Корзинка 210, 4) Заправка 1000 (🔰), 5) Инвесткопилка 50, 6) Заправка 550 (🔰), 7) Корзинка 1017, 8) CyberPanda 1190, 9) Шаурма 988, 10) Indriver 300 (🔰). Итого работа: 350+300+1000+550+300 = 2 500. Верно. Продукты: Корзинка 210 + Корзинка 1017 + Шаурма 988 ",needs_review
Вставленный текст (2).txt,1493,2026-03-31,17939.0,,income_candidate,work_base,0.85,31.03.2026 – 17 939 ₽ (долг Али 10 000 + база),needs_review
Вставленный текст (2).txt,1562,2026-05-16,11000.0,,income_or_metric_candidate,uncategorized,0.65,❗️Цель минимум грязными: 11 000₽,needs_review
Вставленный текст (2).txt,1601,2026-05-16,5850.0,+,income_candidate,uncategorized,0.65,Грязными + 5 850₽,needs_review
Вставленный текст (2).txt,2209,2026-05-16,9083.0,,income_or_metric_candidate,uncategorized,0.65,Необходимо держать минимум 9 083 ₽ грязными в день.,needs_review
Вставленный текст (2).txt,2231,2026-05-16,8500.0,,income_or_metric_candidate,uncategorized,0.65,Необходимо держать минимум 8 500 ₽ грязными ежедневно.,needs_review
Вставленный текст(10).txt,675,,8500.0,,income_or_metric_candidate,uncategorized,0.45,✅ Цель: 8 500 ₽ чистыми в среднем за день,needs_review
Вставленный текст(10).txt,676,,212500.0,,income_or_metric_candidate,uncategorized,0.45,✅ ≈ 212 500 ₽ чистыми в месяц,needs_review
Вставленный текст(10).txt,677,,11000.0,,income_or_metric_candidate,uncategorized,0.45,✅ Грязными ≈ 11 000 ₽,needs_review
Вставленный текст(10).txt,678,,2500.0,,income_candidate,fuel,0.65,✅ Издержки 2 500 ₽ (1 600 бензин + 900 комиссия),needs_review
Вставленный текст(10).txt,687,,59500.0,,income_or_metric_candidate,uncategorized,0.45,✅ 59 500 ₽ чистыми в неделю,needs_review
Вставленный текст(10).txt,1933,,13000.0,+,income_candidate,uncategorized,0.45,+13 000 ₽,needs_review
Вставленный текст(10).txt,2045,,7000.0,+,income_candidate,uncategorized,0.45,+7 000 ₽,needs_review
Вставленный текст(10).txt,5653,2021-12-11,50000.0,,income_candidate,uncategorized,0.65,⚠ Ryzen 7 5800H + RTX 3060 + 16 ГБ за 50 000 ₽,needs_review
Вставленный текст(10).txt,5689,2021-12-11,50000.0,,income_candidate,uncategorized,0.65,За 50 000 ₽ с 5800H + RTX 3060 —,needs_review
Вставленный текст(13).txt,14,,380.0,,income_candidate,uncategorized,0.45,380₽ + 380₽ = 760₽,needs_review
Вставленный текст(13).txt,14,,380.0,+,income_candidate,uncategorized,0.45,380₽ + 380₽ = 760₽,needs_review
Вставленный текст(13).txt,14,,760.0,,income_candidate,uncategorized,0.45,380₽ + 380₽ = 760₽,needs_review
