source_file,line,date,amount,sign,direction_guess,category_guess,confidence,description_redacted,status
Вставленный текст (2).txt,978,2026-03-13,700.0,,expense_candidate,fuel,0.95,1) Заправка: 700₽,needs_review
Вставленный текст (2).txt,989,2026-03-13,500.0,,expense_candidate,fuel,0.95,Заправка (личная) 500₽,needs_review
Вставленный текст (2).txt,994,2026-03-13,4738.0,,expense_candidate,uncategorized,0.75,Общий расход: 4 738₽,needs_review
Вставленный текст (2).txt,1007,2026-03-14,150.0,,expense_candidate,commission,0.95,"Indriver 150₽, Indriver 400₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1007,2026-03-14,400.0,,expense_candidate,commission,0.95,"Indriver 150₽, Indriver 400₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1007,2026-03-14,150.0,,expense_candidate,commission,0.95,"Indriver 150₽, Indriver 400₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1011,2026-03-14,600.0,,expense_candidate,fuel,0.85,"Бензин 600₽, Бензин 600₽, Бензин 650₽",needs_review
Вставленный текст (2).txt,1011,2026-03-14,600.0,,expense_candidate,fuel,0.85,"Бензин 600₽, Бензин 600₽, Бензин 650₽",needs_review
Вставленный текст (2).txt,1011,2026-03-14,650.0,,expense_candidate,fuel,0.85,"Бензин 600₽, Бензин 600₽, Бензин 650₽",needs_review
Вставленный текст (2).txt,1018,2026-03-14,11017.0,,expense_candidate,uncategorized,0.75,Общий расход: 11 017₽,needs_review
Вставленный текст (2).txt,1026,2026-03-15,400.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 400₽, Indriver 150₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1026,2026-03-15,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 400₽, Indriver 150₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1026,2026-03-15,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 400₽, Indriver 150₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1028,2026-03-15,1000.0,,expense_candidate,fuel,0.85,4. 🏎 Машина: Бензин 1 000₽,needs_review
Вставленный текст (2).txt,1030,2026-03-15,2871.0,,expense_candidate,uncategorized,0.75,Общий расход: 2 871₽,needs_review
Вставленный текст (2).txt,1039,2026-03-16,350.0,,expense_candidate,commission,0.95,"Indriver 350₽, Indriver 150₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1039,2026-03-16,150.0,,expense_candidate,commission,0.95,"Indriver 350₽, Indriver 150₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1039,2026-03-16,150.0,,expense_candidate,commission,0.95,"Indriver 350₽, Indriver 150₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1041,2026-03-16,500.0,,expense_candidate,fuel,0.85,"4. 🏎 Машина: Бензин 500₽, Бензин 1 000₽",needs_review
Вставленный текст (2).txt,1041,2026-03-16,1000.0,,expense_candidate,fuel,0.85,"4. 🏎 Машина: Бензин 500₽, Бензин 1 000₽",needs_review
Вставленный текст (2).txt,1044,2026-03-16,22766.0,,expense_candidate,uncategorized,0.75,Общий расход: 22 766₽,needs_review
Вставленный текст (2).txt,1052,2026-03-17,400.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 400₽, Indriver 300₽, Yota 170₽",needs_review
Вставленный текст (2).txt,1052,2026-03-17,300.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 400₽, Indriver 300₽, Yota 170₽",needs_review
Вставленный текст (2).txt,1052,2026-03-17,170.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 400₽, Indriver 300₽, Yota 170₽",needs_review
Вставленный текст (2).txt,1054,2026-03-17,1000.0,,expense_candidate,fuel,0.85,4. 🏎 Машина: Бензин 1 000₽,needs_review
Вставленный текст (2).txt,1056,2026-03-17,23709.0,,expense_candidate,uncategorized,0.75,Общий расход: 23 709₽,needs_review
Вставленный текст (2).txt,1067,2026-03-18,884.0,,expense_candidate,uncategorized,0.75,Общий расход: 884₽,needs_review
Вставленный текст (2).txt,1078,2026-03-19,1231.0,,expense_candidate,fuel,0.95,Заправка 1 231₽,needs_review
Вставленный текст (2).txt,1085,2026-03-20,136.0,,expense_candidate,commission,0.95,1. 🔰 Работа: Indriver 136₽? Нет 🔰. Считаем 0.,needs_review
Вставленный текст (2).txt,1088,2026-03-20,136.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 136₽, Indriver 150₽, Indriver 150₽, Indriver 300₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1088,2026-03-20,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 136₽, Indriver 150₽, Indriver 150₽, Indriver 300₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1088,2026-03-20,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 136₽, Indriver 150₽, Indriver 150₽, Indriver 300₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1088,2026-03-20,300.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 136₽, Indriver 150₽, Indriver 150₽, Indriver 300₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1088,2026-03-20,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 136₽, Indriver 150₽, Indriver 150₽, Indriver 300₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1090,2026-03-20,1000.0,,expense_candidate,fuel,0.95,4. 🏎 Машина: Заправка 1 000₽,needs_review
Вставленный текст (2).txt,1099,2026-03-21,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 150₽, Indriver 300₽, Одноразка 1 000₽, Чехол Улечке 320₽",needs_review
Вставленный текст (2).txt,1099,2026-03-21,300.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 150₽, Indriver 300₽, Одноразка 1 000₽, Чехол Улечке 320₽",needs_review
Вставленный текст (2).txt,1099,2026-03-21,1000.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 150₽, Indriver 300₽, Одноразка 1 000₽, Чехол Улечке 320₽",needs_review
Вставленный текст (2).txt,1099,2026-03-21,320.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 150₽, Indriver 300₽, Одноразка 1 000₽, Чехол Улечке 320₽",needs_review
Вставленный текст (2).txt,1101,2026-03-21,1000.0,,expense_candidate,fuel,0.95,4. 🏎 Машина: Заправка 1 000₽,needs_review
Вставленный текст (2).txt,1110,2026-03-22,300.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 300₽, Indriver 150₽, Yota 19₽, Градусник 330₽",needs_review
Вставленный текст (2).txt,1110,2026-03-22,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 300₽, Indriver 150₽, Yota 19₽, Градусник 330₽",needs_review
Вставленный текст (2).txt,1110,2026-03-22,19.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 300₽, Indriver 150₽, Yota 19₽, Градусник 330₽",needs_review
Вставленный текст (2).txt,1110,2026-03-22,330.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 300₽, Indriver 150₽, Yota 19₽, Градусник 330₽",needs_review
Вставленный текст (2).txt,1112,2026-03-22,965.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Масло 965₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1112,2026-03-22,1000.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Масло 965₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1122,2026-03-23,350.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Indriver 150₽, Yota 1 600₽, Vpn 150₽",needs_review
Вставленный текст (2).txt,1122,2026-03-23,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Indriver 150₽, Yota 1 600₽, Vpn 150₽",needs_review
Вставленный текст (2).txt,1122,2026-03-23,1600.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Indriver 150₽, Yota 1 600₽, Vpn 150₽",needs_review
Вставленный текст (2).txt,1122,2026-03-23,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Indriver 150₽, Yota 1 600₽, Vpn 150₽",needs_review
Вставленный текст (2).txt,1124,2026-03-23,1000.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1124,2026-03-23,1000.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1134,2026-03-23,350.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Indriver 350₽, Indriver 150₽, Yota 1 600₽, Vpn 150₽",needs_review
Вставленный текст (2).txt,1134,2026-03-23,350.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Indriver 350₽, Indriver 150₽, Yota 1 600₽, Vpn 150₽",needs_review
Вставленный текст (2).txt,1134,2026-03-23,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Indriver 350₽, Indriver 150₽, Yota 1 600₽, Vpn 150₽",needs_review
Вставленный текст (2).txt,1134,2026-03-23,1600.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Indriver 350₽, Indriver 150₽, Yota 1 600₽, Vpn 150₽",needs_review
Вставленный текст (2).txt,1134,2026-03-23,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Indriver 350₽, Indriver 150₽, Yota 1 600₽, Vpn 150₽",needs_review
Вставленный текст (2).txt,1136,2026-03-23,1000.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1136,2026-03-23,1000.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1139,2026-03-23,5835.0,,expense_candidate,uncategorized,0.75,Общий расход: 5 835₽,needs_review
Вставленный текст (2).txt,1146,2026-03-24,350.0,,expense_candidate,commission,0.95,3. 🛒 Прочее: Indriver 350₽,needs_review
Вставленный текст (2).txt,1150,2026-03-24,1840.0,,expense_candidate,uncategorized,0.75,Общий расход: 1 840₽,needs_review
Вставленный текст (2).txt,1154,2026-03-25,350.0,,expense_candidate,commission,0.95,1. 🔰 Работа: Indriver 350₽? Нет значка. Считаем 0.,needs_review
Вставленный текст (2).txt,1158,2026-03-25,1000.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Заправка 500₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1158,2026-03-25,500.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Заправка 500₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1158,2026-03-25,1000.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Заправка 500₽, Заправка 1 000₽",needs_review
Вставленный текст (2).txt,1165,2026-03-26,300.0,,expense_candidate,commission,0.95,"1. 🔰 Работа: Indriver 300₽, Indriver 138₽? Нет значков. Считаем 0.",needs_review
Вставленный текст (2).txt,1165,2026-03-26,138.0,,expense_candidate,commission,0.95,"1. 🔰 Работа: Indriver 300₽, Indriver 138₽? Нет значков. Считаем 0.",needs_review
Вставленный текст (2).txt,1168,2026-03-26,300.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 300₽, Indriver 138₽, Indriver 300₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1168,2026-03-26,138.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 300₽, Indriver 138₽, Indriver 300₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1168,2026-03-26,300.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 300₽, Indriver 138₽, Indriver 300₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1168,2026-03-26,150.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 300₽, Indriver 138₽, Indriver 300₽, Indriver 150₽",needs_review
Вставленный текст (2).txt,1178,2026-03-27,389.0,,expense_candidate,fuel,0.95,"2. 🍕 Продукты: Баракат 389₽, Баракат 125₽? (не вижу в исходнике, там Баракат 389 и Баракат 125 после щёток? На самом деле в 27.03 список: Баракат 389, Ульяна 400, Indriver 300, Заправка 1000, Автомойка 550, Замена масла 1000, Indriver 135. Продукты только Баракат 389 = 389₽)",needs_review
Вставленный текст (2).txt,1178,2026-03-27,125.0,,expense_candidate,fuel,0.95,"2. 🍕 Продукты: Баракат 389₽, Баракат 125₽? (не вижу в исходнике, там Баракат 389 и Баракат 125 после щёток? На самом деле в 27.03 список: Баракат 389, Ульяна 400, Indriver 300, Заправка 1000, Автомойка 550, Замена масла 1000, Indriver 135. Продукты только Баракат 389 = 389₽)",needs_review
Вставленный текст (2).txt,1178,2026-03-27,389.0,,expense_candidate,fuel,0.95,"2. 🍕 Продукты: Баракат 389₽, Баракат 125₽? (не вижу в исходнике, там Баракат 389 и Баракат 125 после щёток? На самом деле в 27.03 список: Баракат 389, Ульяна 400, Indriver 300, Заправка 1000, Автомойка 550, Замена масла 1000, Indriver 135. Продукты только Баракат 389 = 389₽)",needs_review
Вставленный текст (2).txt,1180,2026-03-27,400.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Ульяна 400₽ (переместим в Ульяну), Автомойка 550₽, Indriver 300+135 (без 🔰) – в прочее?",needs_review
Вставленный текст (2).txt,1180,2026-03-27,550.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Ульяна 400₽ (переместим в Ульяну), Автомойка 550₽, Indriver 300+135 (без 🔰) – в прочее?",needs_review
Вставленный текст (2).txt,1185,2026-03-27,1000.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Автомойка 550₽, Замена масла 1 000₽ = 2 550₽",needs_review
Вставленный текст (2).txt,1185,2026-03-27,550.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Автомойка 550₽, Замена масла 1 000₽ = 2 550₽",needs_review
Вставленный текст (2).txt,1185,2026-03-27,1000.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Автомойка 550₽, Замена масла 1 000₽ = 2 550₽",needs_review
Вставленный текст (2).txt,1185,2026-03-27,2550.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Автомойка 550₽, Замена масла 1 000₽ = 2 550₽",needs_review
Вставленный текст (2).txt,1194,2026-03-28,175.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 175₽, Indriver 350₽, Indriver 350₽, Indriver 350₽, Clash of Clans 1 280₽",needs_review
Вставленный текст (2).txt,1194,2026-03-28,350.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 175₽, Indriver 350₽, Indriver 350₽, Indriver 350₽, Clash of Clans 1 280₽",needs_review
Вставленный текст (2).txt,1194,2026-03-28,350.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 175₽, Indriver 350₽, Indriver 350₽, Indriver 350₽, Clash of Clans 1 280₽",needs_review
Вставленный текст (2).txt,1194,2026-03-28,350.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 175₽, Indriver 350₽, Indriver 350₽, Indriver 350₽, Clash of Clans 1 280₽",needs_review
Вставленный текст (2).txt,1194,2026-03-28,1280.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 175₽, Indriver 350₽, Indriver 350₽, Indriver 350₽, Clash of Clans 1 280₽",needs_review
Вставленный текст (2).txt,1196,2026-03-28,1000.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Заправка 1 100₽, Заправка 731₽",needs_review
Вставленный текст (2).txt,1196,2026-03-28,1100.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Заправка 1 100₽, Заправка 731₽",needs_review
Вставленный текст (2).txt,1196,2026-03-28,731.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 1 000₽, Заправка 1 100₽, Заправка 731₽",needs_review
Вставленный текст (2).txt,1206,2026-03-29,350.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, База 3 500₽? База – прочее.",needs_review
Вставленный текст (2).txt,1206,2026-03-29,3500.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, База 3 500₽? База – прочее.",needs_review
Вставленный текст (2).txt,1208,2026-03-29,731.0,,expense_candidate,fuel,0.95,"4. 🏎 Машина: Заправка 731₽? Не указана категория, но заправка – машина. В списке: Заправка 731.",needs_review
Вставленный текст (2).txt,1219,2026-03-30,731.0,,expense_candidate,fuel,0.95,4. 🏎 Машина: Заправка 731₽,needs_review
Вставленный текст (2).txt,1221,2026-03-30,2356.0,,expense_candidate,uncategorized,0.75,Общий расход: 2 356₽,needs_review
Вставленный текст (2).txt,1228,2026-03-31,350.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Kapysta 10 000₽, Али 5 000₽",needs_review
Вставленный текст (2).txt,1228,2026-03-31,10000.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Kapysta 10 000₽, Али 5 000₽",needs_review
Вставленный текст (2).txt,1228,2026-03-31,5000.0,,expense_candidate,commission,0.95,"3. 🛒 Прочее: Indriver 350₽, Kapysta 10 000₽, Али 5 000₽",needs_review
Вставленный текст (2).txt,1230,2026-03-31,850.0,,expense_candidate,fuel,0.95,4. 🏎 Машина: Заправка 850₽,needs_review
Вставленный текст (2).txt,1236,2026-04-01,350.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Indriver 350₽ (есть 🔰), Заправка 950₽ (🔰), Indriver 120₽ (🔰), Indriver 350₽ (🔰). Итого работа: 350+950+120+350 = 1 770₽.",needs_review
Вставленный текст (2).txt,1236,2026-04-01,950.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Indriver 350₽ (есть 🔰), Заправка 950₽ (🔰), Indriver 120₽ (🔰), Indriver 350₽ (🔰). Итого работа: 350+950+120+350 = 1 770₽.",needs_review
Вставленный текст (2).txt,1236,2026-04-01,120.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Indriver 350₽ (есть 🔰), Заправка 950₽ (🔰), Indriver 120₽ (🔰), Indriver 350₽ (🔰). Итого работа: 350+950+120+350 = 1 770₽.",needs_review
Вставленный текст (2).txt,1236,2026-04-01,350.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Indriver 350₽ (есть 🔰), Заправка 950₽ (🔰), Indriver 120₽ (🔰), Indriver 350₽ (🔰). Итого работа: 350+950+120+350 = 1 770₽.",needs_review
Вставленный текст (2).txt,1236,2026-04-01,1770.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Indriver 350₽ (есть 🔰), Заправка 950₽ (🔰), Indriver 120₽ (🔰), Indriver 350₽ (🔰). Итого работа: 350+950+120+350 = 1 770₽.",needs_review
Вставленный текст (2).txt,1237,2026-04-01,350.0,,expense_candidate,fuel,0.95,"Позже ещё Indriver 350₽ (🔰), но уже после? В списке: 1) Баракат, 2) Indriver 350 (🔰), 3) Шамса, 4) Шаурма, 5) Заправка 950 (🔰), 6) Indriver 120 (🔰), 7) Презервативы, 8) Экоlife, 9) Баракат, 10) Тинькофф Про, 11) Баракат, 12) Шамса, 13) Indriver 350 (🔰), 14) Silk Road.",needs_review
Вставленный текст (2).txt,1238,2026-04-01,1770.0,,expense_candidate,fuel,0.95,"Работа: Indriver 350, Заправка 950, Indriver 120, Indriver 350 = 1 770₽.",needs_review
Вставленный текст (2).txt,1250,2026-04-02,1000.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Заправка 1 000₽ (🔰), Indriver 350₽ (🔰), Заправка 1 000₽ (🔰), Indriver 350₽ (🔰). Итого: 2 700₽.",needs_review
Вставленный текст (2).txt,1250,2026-04-02,350.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Заправка 1 000₽ (🔰), Indriver 350₽ (🔰), Заправка 1 000₽ (🔰), Indriver 350₽ (🔰). Итого: 2 700₽.",needs_review
Вставленный текст (2).txt,1250,2026-04-02,1000.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Заправка 1 000₽ (🔰), Indriver 350₽ (🔰), Заправка 1 000₽ (🔰), Indriver 350₽ (🔰). Итого: 2 700₽.",needs_review
Вставленный текст (2).txt,1250,2026-04-02,350.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Заправка 1 000₽ (🔰), Indriver 350₽ (🔰), Заправка 1 000₽ (🔰), Indriver 350₽ (🔰). Итого: 2 700₽.",needs_review
Вставленный текст (2).txt,1250,2026-04-02,2700.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Заправка 1 000₽ (🔰), Indriver 350₽ (🔰), Заправка 1 000₽ (🔰), Indriver 350₽ (🔰). Итого: 2 700₽.",needs_review
Вставленный текст (2).txt,1260,2026-04-03,350.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Indriver 350₽ (🔰), Indriver 190₽ (🔰), Заправка 1 000₽ (🔰), Indriver 350₽ (🔰). Итого: 350+190+1000+350 = 1 890₽.",needs_review
Вставленный текст (2).txt,1260,2026-04-03,190.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Indriver 350₽ (🔰), Indriver 190₽ (🔰), Заправка 1 000₽ (🔰), Indriver 350₽ (🔰). Итого: 350+190+1000+350 = 1 890₽.",needs_review
Вставленный текст (2).txt,1260,2026-04-03,1000.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Indriver 350₽ (🔰), Indriver 190₽ (🔰), Заправка 1 000₽ (🔰), Indriver 350₽ (🔰). Итого: 350+190+1000+350 = 1 890₽.",needs_review
Вставленный текст (2).txt,1260,2026-04-03,350.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Indriver 350₽ (🔰), Indriver 190₽ (🔰), Заправка 1 000₽ (🔰), Indriver 350₽ (🔰). Итого: 350+190+1000+350 = 1 890₽.",needs_review
Вставленный текст (2).txt,1260,2026-04-03,1890.0,,expense_candidate,fuel,0.95,"1. 🔰 Работа: Indriver 350₽ (🔰), Indriver 190₽ (🔰), Заправка 1 000₽ (🔰), Indriver 350₽ (🔰). Итого: 350+190+1000+350 = 1 890₽.",needs_review
Вставленный текст (2).txt,1266,2026-04-03,2780.0,,expense_candidate,uncategorized,0.75,Общий расход: 2 780₽,needs_review
